RPM,MAP,Spark Knock R,Spark Knock F,
4045,69.71,1,0.75,
4048,68.6,1,0.75,
4052,65.65,1,0.75,
4052,60.85,1,0.75,
4058,59.01,1,0.75,
4061,59.01,1,0.75,
4069,58.64,1,0.75,
4076,58.27,1,0.75,
4075,57.9,1,0.75,
4066,53.1,1,0.75,
4070,47.57,0,0,
4067,45.72,0,0,
4062,42.4,0,0,
4059,40.19,0,0,
4052,40.56,0,0,
4056,40.19,0,0,
4055,39.82,0,0,
4056,40.19,0,0,
4054,39.45,0,0,
4046,40.19,0,0,
4037,34.65,0,0,
3977,25.8,0,0,
3919,23.95,0,0,
4000,23.58,0,0,
3975,24.32,0,0,
3972,23.95,0,0,
3966,23.58,0,0,
3947,23.58,0,0,
3918,23.95,0,0,
3910,24.69,0,0,
3909,27.64,0,0,
3940,30.96,0,0,
4013,31.7,0,0,
3867,33.18,0,0,
3924,34.28,0,0,
3894,35.02,0,0,
3896,34.65,0,0,
3895,35.02,0,0,
3893,35.02,0,0,
3889,35.02,0,0,
3887,35.02,0,0,
3880,35.02,0,0,
3883,35.76,0,0,
3877,36.13,0,0,
3879,35.39,0,0,
3867,36.13,0,0,
3880,35.39,0,0,
3873,35.76,0,0,
3867,36.13,0,0,
3864,36.13,0,0,
3859,35.76,0,0,
3862,36.13,0,0,
3854,36.13,0,0,
3855,35.76,0,0,
3858,36.13,0,0,
3857,37.61,0,0,
3849,38.71,0,0,
3851,38.71,0,0,
3851,39.08,0,0,
3850,39.08,0,0,
3845,39.08,0,0,
3846,38.71,0,0,
3845,39.08,0,0,
3842,39.08,0,0,
3845,40.19,0,0,
3837,40.19,0,0,
3844,40.19,0,0,
3840,40.56,0,0,
3838,40.19,0,0,
3840,40.19,0,0,
3842,40.19,0,0,
3834,39.82,0,0,
3833,40.19,0,0,
3837,39.82,0,0,
3837,40.19,0,0,
3832,40.19,0,0,
3836,39.82,0,0,
3836,39.82,0,0,
3830,40.56,0,0,
3831,40.56,0,0,
3827,40.19,0,0,
3826,40.56,0,0,
3820,40.19,0,0,
3829,40.19,0,0,
3828,40.19,0,0,
3830,40.19,0,0,
3827,40.19,0,0,
3819,41.3,0,0,
3820,42.03,0,0,
3821,41.67,0,0,
3817,42.03,0,0,
3824,41.67,0,0,
3816,41.67,0,0,
3815,42.03,0,0,
3813,42.03,0,0,
3814,42.03,0,0,
3810,42.4,0,0,
3810,41.67,0,0,
3816,42.03,0,0,
3805,42.03,0,0,
3813,42.03,0,0,
3811,41.67,0,0,
3807,41.67,0,0,
3799,41.67,0,0,
3806,42.03,0,0,
3806,41.67,0,0,
3801,42.03,0,0,
3802,42.4,0,0,
3804,42.03,0,0,
3798,42.03,0,0,
3796,42.03,0,0,
3804,42.03,0,0,
3800,42.03,0,0,
3795,42.4,0,0,
3793,42.03,0,0,
3793,42.4,0,0,
3788,41.67,0,0,
3791,42.03,0,0,
3793,42.03,0,0,
3792,42.03,0,0,
3789,42.03,0,0,
3793,41.67,0,0,
3793,42.03,0,0,
3791,42.03,0,0,
3791,42.03,0,0,
3792,42.03,0,0,
3789,41.67,0,0,
3784,41.67,0,0,
3790,42.03,0,0,
3784,42.03,0,0,
3782,42.03,0,0,
3781,42.03,0,0,
3784,42.4,0,0,
3779,42.03,0,0,
3781,42.4,0,0,
3781,42.4,0,0,
3781,42.4,0,0,
3780,42.4,0,0,
3781,42.4,0,0,
3776,42.03,0,0,
3771,42.4,0,0,
3770,42.4,0,0,
3769,42.4,0,0,
3771,42.03,0,0,
3770,42.4,0,0,
3766,42.4,0,0,
3766,42.4,0,0,
3766,42.03,0,0,
3762,42.4,0,0,
3764,42.03,0,0,
3764,42.77,0,0,
3760,42.4,0,0,
3757,42.4,0,0,
3765,42.4,0,0,
3758,42.4,0,0,
3760,42.4,0,0,
3755,42.4,0,0,
3755,42.4,0,0,
3754,42.77,0,0,
3758,42.4,0,0,
3752,42.4,0,0,
3755,42.77,0,0,
3757,42.77,0,0,
3750,42.03,0,0,
3750,42.4,0,0,
3754,42.4,0,0,
3748,42.77,0,0,
3747,42.4,0,0,
3744,42.77,0,0,
3744,42.77,0,0,
3742,42.4,0,0,
3741,43.14,0,0,
3738,43.14,0,0,
3738,42.77,0,0,
3739,42.77,0,0,
3734,43.14,0,0,
3732,43.14,0,0,
3733,43.14,0,0,
3725,43.51,0,0,
3731,43.14,0,0,
3729,43.14,0,0,
3726,44.99,0,0,
3729,45.35,0,0,
3727,45.72,0,0,
3729,45.72,0,0,
3729,45.72,0,0,
3735,46.83,0,0,
3732,47.2,0,0,
3733,47.94,0,0,
3737,48.68,0,0,
3738,49.04,0.25,0.25,
3738,49.78,0.5,0.5,
3745,49.04,0.25,0.25,
3749,49.04,0.5,0.25,
3749,48.68,0.25,0.25,
3755,49.04,0.25,0.25,
3765,49.41,0.5,0.25,
3762,49.78,0.75,0.5,
3763,49.41,0.5,0.75,
3759,50.89,1,0.75,
3763,51.63,1,0.75,
3769,51.26,1,0.75,
3769,51.63,1,0.75,
3769,51.26,1,0.75,
3779,51.26,1,0.75,
3784,51.26,1,0.75,
3780,51.26,1,0.75,
3787,51.26,1,0.75,
3787,51.26,1,0.75,
3789,50.89,1,0.75,
3790,51.26,1,0.75,
3795,51.26,1,0.75,
3794,50.89,1,0.75,
3799,50.89,1,0.75,
3802,50.89,1,0.75,
3799,51.26,1,0.75,
3795,50.52,1,0.75,
3802,50.89,1,0.75,
3800,50.89,1,0.75,
3802,50.89,1,0.75,
3804,50.15,1,0.75,
3831,46.09,0,0,
3811,44.62,0,0,
3792,46.09,0,0,
3802,47.57,0,0,
3800,47.2,0,0,
3789,45.72,0,0,
3796,45.35,0,0,
3794,45.72,0,0,
3789,45.35,0,0,
3797,44.99,0,0,
3794,44.99,0,0,
3789,45.35,0,0,
3787,45.35,0,0,
3790,45.35,0,0,
3789,45.35,0,0,
3787,45.35,0,0,
3789,44.99,0,0,
3790,45.35,0,0,
3783,45.72,0,0,
3790,44.99,0,0,
3789,44.99,0,0,
3782,44.99,0,0,
3786,45.35,0,0,
3787,45.35,0,0,
3781,45.35,0,0,
3781,45.35,0,0,
3781,45.35,0,0,
3781,45.35,0,0,
3780,45.35,0,0,
3782,46.09,0,0,
3777,47.2,0,0,
3776,47.57,0,0,
3780,47.57,0,0,
3777,47.94,0,0,
3779,47.2,0,0,
3777,47.2,0,0,
3774,47.2,0,0,
3774,47.94,0,0,
3774,47.94,0,0,
3771,47.57,0,0,
3771,47.94,0,0,
3771,47.57,0,0,
3769,48.31,0,0,
3764,47.94,0,0,
3766,47.94,0,0,
3772,47.57,0,0,
3762,48.68,0,0,
3767,50.15,0.75,0.75,
3770,50.15,1,0.75,
3766,50.15,1,0.75,
3768,50.52,1,0.75,
3769,50.89,1,0.75,
3765,50.89,1,0.75,
3770,50.89,1,0.75,
3765,50.89,1,0.75,
3763,50.89,1,0.75,
3761,50.89,1,0.75,
3766,51.26,1,0.75,
3763,50.89,1,0.75,
3764,50.89,1,0.75,
3764,50.52,1,0.75,
3764,50.52,1,0.75,
3754,51.26,1,0.75,
3753,50.89,1,0.75,
3756,50.89,1,0.75,
3751,51.26,1,0.75,
3746,51.63,1,0.75,
3748,51.26,1,0.75,
3747,51.63,1,0.75,
3746,51.26,1,0.75,
3744,51.26,1,0.75,
3744,52,1,0.75,
3739,51.63,1,0.75,
3740,52,1,0.75,
3737,51.26,1,0.75,
3740,51.26,1,0.75,
3736,51.26,1,0.75,
3735,51.26,1,0.75,
3729,51.63,1,0.75,
3728,52,1,0.75,
3727,52,1,0.75,
3724,52.37,1,0.75,
3724,52.73,1,0.75,
3726,53.47,1,0.75,
3724,53.47,1,0.75,
3726,54.21,1,0.75,
3723,54.21,1,0.75,
3720,53.84,1,0.75,
3726,53.47,1,0.75,
3725,53.84,1,0.75,
3719,54.21,1,0.75,
3722,53.47,1,0.75,
3722,54.21,1,0.75,
3721,54.21,1,0.75,
3717,54.21,1,0.75,
3714,54.21,1,0.75,
3717,53.84,1,0.75,
3710,54.21,1,0.75,
3713,54.95,1,0.75,
3717,54.95,1,0.75,
3712,54.95,1,0.75,
3711,55.32,1,0.75,
3717,54.95,1,0.75,
3708,55.32,1,0.75,
3709,54.95,1,0.75,
3712,54.95,1,0.75,
3707,54.58,1,0.75,
3703,54.95,1,0.75,
3705,54.58,1,0.75,
3704,54.95,1,0.75,
3704,54.95,1,0.75,
3705,55.32,1,0.75,
3706,54.95,1,0.75,
3702,54.58,1,0.75,
3702,54.95,1,0.75,
3708,54.58,1,0.75,
3699,54.58,1,0.75,
3705,54.58,1,0.75,
3702,54.58,1,0.75,
3706,54.95,1,0.75,
3708,56.42,1,0.75,
3708,56.42,1,0.75,
3707,56.79,1,0.75,
3708,56.79,1,0.75,
3710,56.79,1,0.75,
3715,56.42,1,0.75,
3713,56.42,1,0.75,
3716,56.42,1,0.75,
3721,57.16,1,0.75,
3718,56.79,1,0.75,
3717,56.79,1,0.75,
3726,56.79,1,0.75,
3729,56.42,1,0.75,
3724,56.79,1,0.75,
3728,56.79,1,0.75,
3728,56.42,1,0.75,
3732,57.16,1,0.75,
3727,57.16,1,0.75,
3735,57.53,1,0.75,
3736,57.53,1,0.75,
3734,57.9,1,0.75,
3737,58.27,1,0.75,
3737,58.27,1,0.75,
3738,57.53,1,0.75,
3742,57.9,1,0.75,
3746,57.9,1,0.75,
3744,58.27,1,0.75,
3750,59.75,1,0.75,
3748,61.22,1,0.75,
3749,60.85,1,0.75,
3753,60.11,1,0.75,
3757,60.85,1,0.75,
3759,60.85,1,0.75,
3761,60.48,1,0.75,
3766,60.85,1,0.75,
3767,60.48,1,0.75,
3769,61.22,1,0.75,
3773,61.96,1,0.75,
3777,61.96,1,0.75,
3779,62.7,1,0.75,
3779,62.33,1,0.75,
3785,62.33,1,0.75,
3793,62.33,1,0.75,
3788,63.07,1,0.75,
3799,61.96,1,0.75,
3801,61.96,1,0.75,
3801,62.33,1,0.75,
3808,61.59,1,0.75,
3809,62.33,1,0.75,
3811,62.33,1,0.75,
3815,61.22,1,0.75,
3822,62.33,1,0.75,
3825,62.7,1,0.75,
3824,61.59,1,0.75,
3831,61.59,1,0.75,
3833,61.22,1,0.75,
3836,61.59,1,0.75,
3842,61.59,1,0.75,
3843,61.22,1,0.75,
3846,61.22,1,0.75,
3853,61.96,1,0.75,
3853,61.22,1,0.75,
3860,62.33,1,0.75,
3863,61.96,1,0.75,
3867,61.59,1,0.75,
3869,61.59,1,0.75,
3870,62.33,1,0.75,
3870,61.96,1,0.75,
3877,61.22,1,0.75,
3882,61.22,1,0.75,
3882,61.59,1,0.75,
3887,61.59,1,0.75,
3888,61.22,1,0.75,
3889,61.22,1,0.75,
3891,61.59,1,0.75,
3895,60.11,1,0.75,
3896,59.38,1,0.75,
3894,59.38,1,0.75,
3903,59.01,1,0.75,
3905,58.27,1,0.75,
3906,58.27,1,0.75,
3906,58.27,1,0.75,
3907,58.64,1,0.75,
3913,57.53,1,0.75,
3910,57.53,1,0.75,
3909,57.53,1,0.75,
3913,57.53,1,0.75,
3915,57.16,1,0.75,
3915,57.53,1,0.75,
3915,57.53,1,0.75,
3916,57.16,1,0.75,
3913,57.53,1,0.75,
3915,57.53,1,0.75,
3913,57.16,1,0.75,
3917,56.79,1,0.75,
3917,57.16,1,0.75,
3917,57.16,1,0.75,
3917,57.16,1,0.75,
3921,57.16,1,0.75,
3918,56.79,1,0.75,
3916,57.53,1,0.75,
3919,56.79,1,0.75,
3920,56.79,1,0.75,
3917,57.16,1,0.75,
3917,56.79,1,0.75,
3922,57.53,1,0.75,
3918,57.53,1,0.75,
3920,56.79,1,0.75,
3919,57.53,1,0.75,
3920,57.16,1,0.75,
3916,56.79,1,0.75,
3917,57.53,1,0.75,
3917,57.53,1,0.75,
3921,57.53,1,0.75,
3916,57.16,1,0.75,
3923,57.16,1,0.75,
3922,57.53,1,0.75,
3926,56.79,1,0.75,
3923,57.53,1,0.75,
3923,56.79,1,0.75,
3929,57.16,1,0.75,
3924,56.79,1,0.75,
3925,57.53,1,0.75,
3928,56.79,1,0.75,
3923,55.69,1,0.75,
3927,55.32,1,0.75,
3932,55.32,1,0.75,
3939,55.32,1,0.75,
3934,55.32,1,0.75,
3932,55.32,1,0.75,
3940,55.32,1,0.75,
3939,55.32,1,0.75,
3938,55.32,1,0.75,
3939,55.32,1,0.75,
3944,55.69,1,0.75,
3939,55.32,1,0.75,
3941,56.06,1,0.75,
3947,55.32,1,0.75,
3952,54.58,1,0.75,
3946,55.69,1,0.75,
3943,55.32,1,0.75,
3949,54.95,1,0.75,
3953,54.95,1,0.75,
3957,58.64,1,0.75,
3957,59.01,1,0.75,
3961,59.38,1,0.75,
3966,58.64,1,0.75,
3969,59.38,1,0.75,
3975,58.64,1,0.75,
3976,58.64,1,0.75,
3981,59.01,1,0.75,
3983,59.01,1,0.75,
3986,58.64,1,0.75,
3988,58.64,1,0.75,
3996,58.64,1,0.75,
3997,59.01,1,0.75,
3999,58.64,1,0.75,
3997,59.38,1,0.75,
4002,59.38,1,0.75,
4002,58.27,1,0.75,
4005,57.9,1,0.75,
4010,57.9,1,0.75,
4008,58.64,1,0.75,
4011,58.64,1,0.75,
4011,59.01,1,0.75,
4020,58.27,1,0.75,
4017,57.9,1,0.75,
4018,58.27,1,0.75,
4019,58.27,1,0.75,
4027,58.27,1,0.75,
4024,59.01,1,0.75,
4024,58.64,1,0.75,
4026,58.27,1,0.75,
4034,57.53,1,0.75,
4029,56.79,1,0.75,
4032,57.16,1,0.75,
4032,56.42,1,0.75,
4040,56.79,1,0.75,
4037,57.16,1,0.75,
4040,56.79,1,0.75,
4046,56.42,1,0.75,
4041,56.06,1,0.75,
4049,56.06,1,0.75,
4049,55.32,1,0.75,
4055,55.32,1,0.75,
4057,56.06,1,0.75,
4054,56.42,1,0.75,
4054,54.58,1,0.75,
4058,54.95,1,0.75,
4061,54.58,1,0.75,
4058,54.21,1,0.75,
4065,54.58,1,0.75,
4058,54.58,1,0.75,
4060,54.21,1,0.75,
4062,54.95,1,0.75,
4058,54.21,1,0.75,
4060,54.95,1,0.75,
4062,54.95,1,0.75,
4068,54.95,1,0.75,
4060,54.58,1,0.75,
4062,54.21,1,0.75,
4068,54.58,1,0.75,
4065,54.21,1,0.75,
4067,54.95,1,0.75,
4063,55.32,1,0.75,
4059,55.32,1,0.75,
4061,54.58,1,0.75,
4062,54.95,1,0.75,
4060,55.32,1,0.75,
4057,54.58,1,0.75,
4062,54.95,1,0.75,
4059,54.58,1,0.75,
4060,54.21,1,0.75,
4061,54.95,1,0.75,
4061,54.95,1,0.75,
4060,55.32,1,0.75,
4057,54.95,1,0.75,
4058,54.58,1,0.75,
4065,54.58,1,0.75,
4060,53.84,1,0.75,
4061,54.58,1,0.75,
4055,52.37,1,0.75,
4058,51.26,1,0.75,
4061,50.52,1,0.75,
4061,50.89,1,0.75,
4059,50.89,1,0.75,
4062,50.52,1,0.75,
4060,50.89,1,0.75,
4062,50.89,1,0.75,
4062,50.89,1,0.75,
4061,50.52,1,0.75,
4054,49.41,0.5,0.25,
4060,49.41,0.5,0.25,
4057,49.04,0.25,0.25,
4062,49.41,0.5,0.5,
4061,49.04,0.25,0.5,
4062,49.04,0.5,0.5,
4061,49.04,0.5,0.25,
4060,49.04,0.5,0.25,
4060,49.78,0.75,0.5,
4060,49.41,0.5,0.25,
4059,50.89,1,0.75,
4064,50.89,1,0.75,
4061,50.89,1,0.75,
4057,51.26,1,0.75,
4062,51.26,1,0.75,
4063,51.26,1,0.75,
4066,53.1,1,0.75,
4062,53.84,1,0.75,
4062,55.32,1,0.75,
4075,55.32,1,0.75,
4068,55.69,1,0.75,
4071,57.16,1,0.75,
4077,59.01,1,0.75,
4073,59.01,1,0.75,
4083,60.48,1,0.75,
4083,59.38,1,0.75,
4089,60.85,1,0.75,
4089,61.59,1,0.75,
4093,61.96,1,0.75,
4092,62.7,1,0.75,
4095,61.96,1,0.75,
4096,64.54,1,0.75,
4097,64.17,1,0.75,
4099,64.17,1,0.75,
4098,63.8,1,0.75,
4103,63.8,1,0.75,
4098,64.17,1,0.75,
4102,64.17,1,0.75,
4102,64.54,1,0.75,
4101,64.17,1,0.75,
4106,65.28,1,0.75,
4109,67.13,1,0.75,
4111,68.23,1,0.75,
4113,67.5,1,0.75,
4118,67.86,1,0.75,
4116,68.23,1,0.75,
4122,67.86,1,0.75,
4124,68.23,1,0.75,
4130,67.86,1,0.75,
4140,68.23,1,0.75,
4140,68.6,1,0.75,
4142,68.23,1,0.75,
4184,67.86,1,0.75,
4130,63.44,1,0.75,
4158,64.17,1,0.75,
4151,63.8,1,0.75,
4158,63.44,1,0.75,
4160,63.44,1,0.75,
4166,63.8,1,0.75,
4158,61.59,1,0.75,
4166,61.22,1,0.75,
4168,60.85,1,0.75,
4168,61.22,1,0.75,
4167,61.59,1,0.75,
4176,61.96,1,0.75,
4177,63.8,1,0.75,
4178,64.17,1,0.75,
4181,65.65,1,0.75,
4186,65.65,1,0.75,
4188,65.65,1,0.75,
4194,66.02,1,0.75,
4195,66.76,1,0.75,
4199,67.5,1,0.75,
4202,66.76,1,0.75,
4208,66.76,1,0.75,
4209,66.76,1,0.75,
4212,66.76,1,0.75,
4215,66.76,1,0.75,
4220,67.13,1,0.75,
4222,67.5,1,0.75,
4222,68.6,1,0.75,
4227,68.6,1,0.75,
4233,68.6,1,0.75,
4240,70.08,1,0.75,
4243,70.82,1,0.75,
4245,69.71,1,0.75,
4248,71.92,1,0.75,
4257,72.66,1,0.75,
4260,73.77,1,0.75,
4263,73.03,1,0.75,
4266,72.66,1,0.75,
4272,74.88,1,0.75,
4280,73.77,1,0.75,
4286,74.51,1,0.75,
4289,74.51,1,0.75,
4296,74.88,1,0.75,
4303,74.88,1,0.75,
4308,74.51,1,0.75,
4312,75.61,1,0.75,
4314,75.61,1,0.75,
4330,76.72,1,0.75,
4326,77.83,1,0.75,
4338,78.93,1,0.75,
4340,81.15,1,0.75,
4352,82.62,1,0.75,
4362,82.62,1,0.75,
4373,81.89,1,0.75,
4377,82.62,1,0.75,
4380,82.25,1,0.75,
4387,82.25,1,0.75,
4397,82.99,1,0.75,
4402,82.99,1,0.75,
4413,83.73,1,0.75,
4415,84.84,1,0.75,
4423,84.47,1,0.75,
4430,84.1,1,0.75,
4443,84.1,1,0.75,
4444,84.47,1,0.75,
4449,84.84,1,0.75,
4459,85.21,1,0.75,
4472,85.58,1,0.75,
4473,85.58,1,2.75,
4487,86.31,1,2.75,
4489,86.68,1,2.75,
4499,87.05,1,2.75,
4511,87.42,1,2.75,
4518,87.05,1,2.75,
4525,87.05,1,2.75,
4527,87.42,1,2.75,
4542,87.05,1,2.75,
4545,87.05,1,3,
4557,87.05,1,3,
4559,86.68,1,2.75,
4568,86.31,1,2.75,
4578,86.68,1,2.75,
4580,86.68,1,2.75,
4592,86.31,1,2.75,
4596,87.05,1,2.75,
4608,86.68,1,2.5,
4609,86.68,1,2.5,
4622,88.9,1,2.5,
4629,90,1,2.5,
4643,90.74,1,2.5,
4641,92.59,1,2.5,
4656,92.96,1,2.5,
4669,94.06,1,2.25,
4674,94.06,1,2.25,
4629,59.01,1,2.25,
4411,24.69,0,1.25,
4338,20.63,0,1.25,
4147,18.05,0,1.25,
4012,18.79,0,1,
3762,17.31,0,1,
3695,17.68,0,1,
3782,17.68,0,1,
3779,16.94,0,1,
3757,15.84,0,1,
3746,15.84,0,1,
3728,15.47,0,0.75,
3709,15.47,0,0.75,
3693,15.47,0,0.75,
3679,15.1,0,0.75,
3670,16.2,0,0.75,
3672,17.68,0,0.75,
3631,19.16,0,0.5,
3632,19.52,0,0.5,
3631,21.74,0,0.5,
3612,24.32,0,0.5,
3593,25.8,0,0.5,
3587,26.17,0,0.5,
3608,27.27,0,0.5,
3636,28.01,0,0.5,
3546,30.23,0,0.5,
3559,30.6,0,0.5,
3539,31.7,0,0.5,
3541,33.55,0,0.5,
3521,34.65,0,0.5,
3508,35.02,0,0.25,
3506,35.02,0,0.25,
3496,35.39,0,0.25,
3495,38.71,0,0.25,
3480,39.45,0,0.25,
3473,39.82,0,0.25,
3481,42.4,0,0.25,
3470,44.62,0,0.25,
3462,45.35,0,0.25,
3453,45.35,0,0.25,
3455,45.35,0,0.25,
3449,46.46,0,0.25,
3442,47.2,0,0.25,
3435,47.2,0,0,
3436,47.2,0,0,
3431,47.57,0,0,
3423,47.2,0,0,
3417,47.2,0,0,
3416,47.94,0,0,
3411,47.94,0,0,
3402,47.57,0,0,
3400,47.94,0,0,
3400,49.04,0.5,0,
3398,52.37,1,1,
3389,54.95,1,1,
3389,55.32,1,1,
3388,56.06,1,1,
3385,57.16,1,1,
3381,57.9,1,1,
3388,63.07,1,1,
3384,63.44,1,1,
3385,64.54,1,1,
3388,65.28,1,1,
3388,67.86,1,1,
3394,70.82,1,1,
3395,71.55,1,1,
3395,72.29,1,1,
3398,73.03,1,1,
3403,77.46,1,1,
3407,78.57,1,1,
3405,79.67,1,1,
3407,79.3,1,1,
3409,79.3,1,1,
3413,79.3,1,1,
3406,77.09,1,1,
3412,74.88,1,1,
3413,73.4,1,1,
3416,71.92,1,1,
3416,71.92,1,1,
3418,70.08,1,1,
3418,70.45,1,1,
3424,70.82,1,1,
3423,70.08,1,1,
3422,70.45,1,1,
3425,70.82,1,1,
3422,71.18,1,1,
3426,70.45,1,1,
3425,70.82,1,1,
3431,70.08,1,1,
3429,70.08,1,1,
3430,70.82,1,1,
3433,71.55,1,1,
3436,70.82,1,1,
3438,74.51,1,1,
3439,75.98,1,1,
3437,75.98,1,1,
3441,75.98,1,1,
3443,74.51,1,1,
3439,74.14,1,1,
3440,72.66,1,1,
3443,71.18,1,1,
3443,70.08,1,1,
3443,69.71,1,1,
3444,68.6,1,1,
3444,68.6,1,1,
3443,65.65,1,1,
3435,60.85,1,1,
3432,59.38,1,1,
3436,59.38,1,1,
3436,59.38,1,1,
3432,59.01,1,1,
3424,58.27,1,1,
3427,57.9,1,1,
3425,56.79,1,1,
3417,54.58,1,1,
3416,52.37,1,1,
3415,51.63,1,1,
3414,52,1,1,
3406,52.37,1,1,
3404,52.37,1,1,
3400,52.37,1,1,
3402,52.37,1,1,
3399,52.37,1,1,
3389,50.89,1,1,
3381,47.57,0,0,
3384,47.57,0,0,
3381,47.57,0,0,
3372,48.31,0,0,
3370,48.31,0,0,
3367,48.31,0,0,
3362,47.94,0,0,
3358,48.31,0,0,
3352,48.31,0,0,
3350,48.31,0,0,
3345,48.68,0,0,
3339,48.31,0,0,
3338,48.68,0,0,
3337,48.31,0,0,
3331,49.04,0,0.25,
3329,48.68,0,0,
3325,48.31,0,0,
3329,48.31,0,0,
3323,48.68,0,0.25,
3322,48.68,0.25,0.25,
3316,49.04,0.25,0.25,
3319,48.31,0,0.25,
3317,47.94,0.25,0,
3314,48.31,0,0,
3313,48.31,0,0,
3313,47.94,0,0,
3304,47.94,0,0,
3300,47.94,0,0,
3297,47.57,0,0,
3295,47.57,0,0,
3286,48.31,0,0,
3284,48.31,0,0,
3278,47.94,0,0,
3273,48.31,0,0,
3271,47.94,0,0,
3261,47.94,0,0,
3261,48.31,0,0,
3254,48.31,0,0,
3249,48.31,0,0,
3250,48.31,0,0,
3247,47.94,0,0,
3233,48.31,0,0,
3233,48.31,0,0,
3234,48.31,0,0,
3224,48.31,0,0,
3229,47.94,0,0,
3230,48.31,0,0,
3215,48.31,0,0,
3216,48.68,0.25,0.25,
3218,48.31,0,0,
3215,48.31,0,0,
3210,48.31,0,0,
3211,47.94,0,0,
3204,47.57,0,0,
3204,46.83,0,0,
3198,47.2,0,0,
3194,46.46,0,0,
3187,46.09,0,0,
3180,45.72,0,0,
3181,45.72,0,0,
3172,45.35,0,0,
3166,44.99,0,0,
3161,44.62,0,0,
3154,44.62,0,0,
3146,44.62,0,0,
3144,44.62,0,0,
3145,44.25,0,0,
3135,44.25,0,0,
3130,44.25,0,0,
3130,44.25,0,0,
3118,44.99,0,0,
3120,46.83,0,0,
3115,49.78,0.75,0.25,
3118,53.47,1,1,
3115,57.16,1,1,
3113,58.27,1,1,
3114,58.64,1,1,
3114,58.27,1,1,
3110,60.48,1,1,
3115,61.22,1,1,
3109,60.85,1,1,
3112,60.85,1,1,
3113,60.48,1,1,
3115,61.59,1,1,
3115,63.44,1,1,
3119,64.17,1,1,
3116,65.65,1,1,
3119,67.13,1,1,
3117,66.76,1,1,
3119,67.86,1,1,
3123,68.23,1,1,
3123,68.6,1,1,
3126,68.6,1,1,
3121,68.6,1,1,
3128,68.6,1,1,
3124,68.97,1,1,
3123,69.34,1,1,
3125,67.86,1,1,
3126,68.23,1,1,
3125,68.23,1,1,
3131,68.23,1,1,
3132,68.6,1,1,
3128,68.6,1,1,
3132,68.23,1,1,
3132,68.6,1,1,
3130,68.23,1,1,
3133,68.23,1,1,
3133,68.23,1,1,
3135,68.23,1,1,
3138,68.23,1,1,
3140,67.86,1,1,
3136,64.17,1,1,
3134,64.91,1,1,
3139,63.44,1,1,
3136,61.96,1,1,
3144,61.96,1,1,
3139,62.33,1,1,
3139,62.33,1,1,
3139,60.85,1,1,
3138,60.11,1,1,
3141,60.48,1,1,
3137,60.48,1,1,
3132,57.53,1,1,
3138,53.84,1,1,
3136,52.73,1,1,
3130,53.1,1,1,
3131,53.1,1,1,
3128,52.73,1,1,
3120,52.73,1,1,
3121,53.1,1,1,
3119,52.73,1,1,
3117,51.63,1,1,
3118,51.26,1,1,
3115,50.89,1,1,
3114,51.26,1,1,
3115,50.89,1,1,
3112,51.26,1,1,
3109,50.89,1,1,
3109,49.41,0.5,0.5,
3104,47.57,0,0,
3099,46.83,0,0,
3103,46.46,0,0,
3095,46.83,0,0,
3091,46.46,0,0,
3092,46.83,0,0,
3089,46.83,0,0,
3088,46.46,0,0,
3083,46.83,0,0,
3087,46.83,0,0,
3082,46.83,0,0,
3080,46.83,0,0,
3079,47.57,0,0,
3070,47.2,0,0,
3070,47.2,0,0,
3070,46.83,0,0,
3065,47.2,0,0,
3057,47.2,0,0,
3058,46.83,0,0,
3056,46.83,0,0,
3052,47.2,0,0,
3052,47.94,0,0,
3053,49.78,0.5,0.5,
3049,53.1,1,1,
3048,53.84,1,1,
3049,53.84,1,1,
3046,53.84,1,1,
3045,53.84,1,1,
3050,54.21,1,1,
3047,54.95,1,1,
3046,55.32,1,1,
3050,55.32,1,1,
3049,55.32,1,1,
3055,54.95,1,1,
3048,55.32,1,1,
3052,55.69,1,1,
3046,55.32,1,1,
3047,55.69,1,1,
3047,55.69,1,1,
3046,55.69,1,1,
3050,55.32,1,1,
3045,55.32,1,1,
3043,55.32,1,1,
3045,55.69,1,1,
3047,55.32,1,1,
3041,55.32,1,1,
3042,55.32,1,1,
3036,55.69,1,1,
3040,56.42,1,1,
3044,58.27,1,1,
3041,61.22,1,1,
3043,60.85,1,1,
3045,62.7,1,1,
3044,63.44,1,1,
3047,63.44,1,1,
3047,63.8,1,1,
3049,63.44,1,1,
3049,63.8,1,1,
3053,63.44,1,1,
3052,63.44,1,1,
3054,63.8,1,1,
3059,64.17,1,1,
3057,64.17,1,1,
3059,64.17,1,1,
3059,63.8,1,1,
3062,64.17,1,1,
3064,64.54,1,1,
3066,64.17,1,1,
3066,64.17,1,1,
3071,64.54,1,1,
3074,65.65,1,1,
3074,66.39,1,1,
3079,67.13,1,1,
3079,67.13,1,1,
3081,67.5,1,1,
3087,67.13,1,1,
3088,67.86,1,1,
3091,67.13,1,1,
3093,67.13,1,1,
3097,68.23,1,1,
3101,68.6,1,1,
3103,69.71,1,1,
3119,69.71,1,1,
3123,69.34,1,1,
3128,68.6,1,1,
3131,69.71,1,1,
3136,68.97,1,1,
3142,69.34,1,1,
3143,68.97,1,1,
