RPM,MAP,Spark Knock R,Spark Knock F,
3148,70.08,1,1,
3153,70.08,1,1,
3153,70.82,1,1,
3162,70.45,1,1,
3166,70.82,1,1,
3167,70.82,1,1,
3174,70.45,1,1,
3178,70.82,1,1,
3185,70.45,1,1,
3187,70.82,1,1,
3194,70.08,1,1,
3201,70.08,1,1,
3200,70.08,1,1,
3208,70.45,1,1,
3213,70.08,1,1,
3216,69.71,1,1,
3222,70.45,1,1,
3227,70.08,1,1,
3232,70.08,1,1,
3234,70.45,1,1,
3242,70.08,1,1,
3240,70.08,1,1,
3248,69.71,1,1,
3250,70.08,1,1,
3259,69.34,1,1,
3255,69.34,1,1,
3264,69.34,1,1,
3264,67.13,1,1,
3265,66.02,1,1,
3268,66.02,1,1,
3273,65.28,1,1,
3275,64.54,1,1,
3277,65.28,1,1,
3279,65.28,1,1,
3285,64.17,1,1,
3282,63.8,1,1,
3286,63.44,1,1,
3290,63.44,1,1,
3293,63.44,1,1,
3294,63.44,1,1,
3294,63.8,1,1,
3300,63.8,1,1,
3300,63.07,1,1,
3305,63.07,1,1,
3306,63.8,1,1,
3316,63.07,1,1,
3318,63.07,1,1,
3313,63.44,1,1,
3315,63.07,1,1,
3311,60.48,1,1,
3318,60.11,1,1,
3314,59.75,1,1,
3316,59.75,1,1,
3316,59.38,1,1,
3323,59.75,1,1,
3314,59.38,1,1,
3313,57.16,1,1,
3319,56.42,1,1,
3321,56.79,1,1,
3314,57.53,1,1,
3315,57.53,1,1,
3317,57.9,1,1,
3317,57.53,1,1,
3317,57.53,1,1,
3317,57.9,1,1,
3318,57.9,1,1,
3314,57.9,1,1,
3318,57.53,1,1,
3318,58.27,1,1,
3320,57.9,1,1,
3317,57.9,1,1,
3319,58.27,1,1,
3318,59.38,1,1,
3320,60.11,1,1,
3321,60.48,1,1,
3326,61.22,1,1,
3324,61.96,1,1,
3327,62.7,1,1,
3328,62.33,1,1,
3331,61.96,1,1,
3333,61.96,1,1,
3334,62.33,1,1,
3337,62.7,1,1,
3340,61.96,1,1,
3341,62.7,1,1,
3340,61.96,1,1,
3342,61.96,1,1,
3348,62.33,1,1,
3351,62.33,1,1,
3355,62.7,1,1,
3357,62.7,1,1,
3363,61.96,1,1,
3368,62.33,1,1,
3363,62.33,1,1,
3369,62.7,1,1,
3374,62.33,1,1,
3376,60.85,1,1,
3375,61.96,1,1,
3381,61.22,1,1,
3382,61.22,1,1,
3386,61.59,1,1,
3384,61.22,1,1,
3387,61.59,1,1,
3392,61.22,1,1,
3390,62.33,1,1,
3394,61.59,1,1,
3397,61.22,1,1,
3397,61.22,1,1,
3397,61.22,1,1,
3400,61.22,1,1,
3402,61.96,1,1,
3403,62.33,1,1,
3402,62.7,1,1,
3405,62.33,1,1,
3408,62.33,1,1,
3411,63.07,1,1,
3413,64.54,1,1,
3414,64.17,1,1,
3414,64.54,1,1,
3417,64.54,1,1,
3419,64.54,1,1,
3420,64.54,1,1,
3422,64.17,1,1,
3423,64.54,1,1,
3423,64.91,1,1,
3426,64.91,1,1,
3431,64.54,1,1,
3432,64.17,1,1,
3436,64.17,1,1,
3435,64.54,1,1,
3442,64.17,1,1,
3441,64.54,1,1,
3445,64.91,1,1,
3447,63.8,1,1,
3453,64.17,1,1,
3454,63.8,1,1,
3455,64.54,1,1,
3460,63.8,1,1,
3464,64.17,1,1,
3467,64.17,1,1,
3469,64.17,1,1,
3473,63.07,1,1,
3475,63.8,1,1,
3481,63.8,1,1,
3480,63.8,1,1,
3483,64.17,1,1,
3490,63.8,1,1,
3492,63.8,1,1,
3497,63.44,1,1,
3500,63.07,1,1,
3505,63.44,1,1,
3505,63.07,1,1,
3509,63.07,1,1,
3508,63.07,1,1,
3512,63.07,1,1,
3511,63.07,1,1,
3514,63.07,1,1,
3513,63.07,1,1,
3517,62.33,1,1,
3519,61.96,1,1,
3514,61.59,1,1,
3514,60.85,1,1,
3514,60.48,1,1,
3514,59.38,1,1,
3511,56.42,1,1,
3511,56.06,1,1,
3508,54.95,1,1,
3512,53.47,1,1,
3506,53.47,1,1,
3502,49.78,0.75,1,
3506,49.04,0.5,0.5,
3504,48.31,0,0,
3500,49.04,0.25,0.5,
3496,47.94,0.25,0,
3493,47.57,0,0,
3491,47.2,0,0,
3489,47.94,0,0,
3486,47.57,0,0,
3485,46.83,0,0,
3483,47.57,0,0,
3483,46.83,0,0,
3478,46.46,0,0,
3474,46.83,0,0,
3472,46.83,0,0,
3472,46.46,0,0,
3468,46.09,0,0,
3465,46.46,0,0,
3459,43.51,0,0,
3459,43.14,0,0,
3456,43.14,0,0,
3453,43.14,0,0,
3446,43.14,0,0,
3446,43.14,0,0,
3442,42.77,0,0,
3438,42.77,0,0,
3436,42.4,0,0,
3430,42.4,0,0,
3424,40.93,0,0,
3423,40.93,0,0,
3414,40.19,0,0,
3410,40.19,0,0,
3410,39.45,0,0,
3403,39.82,0,0,
3403,39.45,0,0,
3395,39.82,0,0,
3394,39.82,0,0,
3389,40.19,0,0,
3385,39.82,0,0,
3380,40.19,0,0,
3378,40.19,0,0,
3373,40.19,0,0,
3369,40.19,0,0,
3365,40.56,0,0,
3361,40.56,0,0,
3360,40.19,0,0,
3355,40.56,0,0,
3351,40.56,0,0,
3347,40.19,0,0,
3350,40.56,0,0,
3344,40.56,0,0,
3335,40.93,0,0,
3341,41.3,0,0,
3337,43.51,0,0,
3333,43.88,0,0,
3326,43.88,0,0,
3332,43.88,0,0,
3330,43.88,0,0,
3323,43.88,0,0,
3325,43.88,0,0,
3321,44.25,0,0,
3321,43.88,0,0,
3320,45.35,0,0,
3324,46.09,0,0,
3317,46.09,0,0,
3318,46.83,0,0,
3321,47.94,0,0,
3317,49.04,0.25,0.25,
3314,49.41,0.5,0.5,
3314,49.78,0.5,0.75,
3314,49.78,0.5,0.75,
3316,49.41,0.5,0.5,
3310,49.78,0.5,0.75,
3314,49.41,0.5,0.5,
3314,49.78,0.75,0.75,
3307,50.52,0.75,1,
3310,49.78,0.75,0.75,
3311,50.15,1,1,
3311,50.52,1,1,
3303,50.15,1,1,
3309,50.89,1,1,
3309,50.89,1,1,
3303,51.26,1,1,
3306,50.52,1,1,
3307,51.26,1,1,
3308,50.89,1,1,
3306,51.26,1,1,
3307,52,1,1,
3310,52.37,1,1,
3306,52.37,1,1,
3309,52.37,1,1,
3311,52.73,1,1,
3310,52.73,1,1,
3308,52.73,1,1,
3308,52.73,1,1,
3314,53.1,1,1,
3314,53.1,1,1,
3310,53.47,1,1,
3313,53.84,1,1,
3318,55.69,1,1,
3317,57.53,1,1,
3317,58.27,1,1,
3321,57.9,1,1,
3321,57.53,1,1,
3324,57.16,1,1,
3323,57.53,1,1,
3327,57.16,1,1,
3327,57.53,1,1,
3328,57.16,1,1,
3333,57.16,1,1,
3335,57.16,1,1,
3331,57.53,1,1,
3335,57.16,1,1,
3338,56.79,1,1,
3341,57.53,1,1,
3342,57.16,1,1,
3343,57.16,1,1,
3347,57.16,1,1,
3346,57.16,1,1,
3350,56.79,1,1,
3353,57.16,1,1,
3355,56.79,1,1,
3352,57.53,1,1,
3356,57.16,1,1,
3360,56.42,1,1,
3360,57.16,1,1,
3362,56.79,1,1,
3363,57.16,1,1,
3369,56.79,1,1,
3370,56.42,1,1,
3365,56.79,1,1,
3372,56.79,1,1,
3371,56.79,1,1,
3369,56.42,1,1,
3372,56.79,1,1,
3375,56.06,1,1,
3378,56.42,1,1,
3374,56.79,1,1,
3379,55.69,1,1,
3384,55.69,1,1,
3384,56.06,1,1,
3385,56.06,1,1,
3382,55.69,1,1,
3388,55.69,1,1,
3393,55.69,1,1,
3393,55.69,1,1,
3393,56.42,1,1,
3388,55.69,1,1,
3395,56.06,1,1,
3400,56.06,1,1,
3396,56.06,1,1,
3398,55.69,1,1,
3396,56.06,1,1,
3402,55.69,1,1,
3400,56.06,1,1,
3402,56.42,1,1,
3400,55.69,1,1,
3406,55.69,1,1,
3405,56.06,1,1,
3403,55.69,1,1,
3407,55.69,1,1,
3408,56.06,1,1,
3408,55.32,1,1,
3408,56.06,1,1,
3409,54.95,1,1,
3405,54.21,1,1,
3407,54.21,1,1,
3409,53.47,1,1,
3410,53.47,1,1,
3402,52.73,1,1,
3403,52.73,1,1,
3404,52.73,1,1,
3404,53.47,1,1,
3399,53.47,1,1,
3400,53.1,1,1,
3400,53.47,1,1,
3399,53.1,1,1,
3399,53.1,1,1,
3400,52.73,1,1,
3401,52.73,1,1,
3400,53.1,1,1,
3398,53.1,1,1,
3400,53.47,1,1,
3399,53.47,1,1,
3397,53.1,1,1,
3389,51.63,1,1,
3394,50.52,1,1,
3393,49.41,0.75,0.5,
3389,48.68,0,0,
3390,48.31,0,0,
3385,45.72,0,0,
3391,45.35,0,0,
3387,44.62,0,0,
3381,44.62,0,0,
3384,44.62,0,0,
3382,44.99,0,0,
3377,46.83,0,0,
3380,47.94,0,0,
3386,49.04,0.5,0.5,
3381,50.52,1,1,
3381,50.52,1,1,
3384,50.52,1,1,
3383,50.52,1,1,
3386,52,1,1,
3382,54.95,1,1,
3384,55.69,1,1,
3387,55.69,1,1,
3384,56.42,1,1,
3383,55.69,1,1,
3387,56.06,1,1,
3387,55.69,1,1,
3389,56.06,1,1,
3387,56.42,1,1,
3393,56.79,1,1,
3394,58.64,1,1,
3392,59.38,1,1,
3394,60.85,1,1,
3400,60.85,1,1,
3397,61.59,1,1,
3402,61.96,1,1,
3404,62.33,1,1,
3411,63.8,1,1,
3411,64.54,1,1,
3413,64.54,1,1,
3418,65.28,1,1,
3423,66.76,1,1,
3425,67.13,1,1,
3426,67.13,1,1,
3435,67.86,1,1,
3439,68.97,1,1,
3446,69.34,1,1,
3446,69.34,1,1,
3455,68.97,1,1,
3453,69.34,1,1,
3461,68.97,1,1,
3467,68.6,1,1,
3469,68.6,1,1,
3471,68.97,1,1,
3475,68.23,1,1,
3480,67.86,1,1,
3482,68.6,1,1,
3486,68.23,1,1,
3490,68.23,1,1,
3498,68.6,1,1,
3502,68.6,1,1,
3506,67.86,1,1,
3511,68.23,1,1,
3514,67.86,1,1,
3519,68.23,1,1,
3522,68.6,1,1,
3523,68.97,1,1,
3530,68.6,1,1,
3538,68.97,1,1,
3543,68.97,1,1,
3548,69.34,1,1,
3551,69.34,1,1,
3552,69.71,1,1,
3557,68.97,1,1,
3562,69.34,1,1,
3563,69.34,1,1,
3570,68.97,1,1,
3573,69.71,1,1,
3574,70.08,1,1,
3579,70.08,1,1,
3585,70.82,1,1,
3584,71.18,1,1,
3591,70.45,1,1,
3593,70.08,1,1,
3597,70.08,1,1,
3601,70.82,1,1,
3605,70.82,1,1,
3608,70.08,1,1,
3611,69.71,1,1,
3620,70.45,1,1,
3621,69.71,1,1,
3620,66.39,1,1,
3622,63.8,1,1,
3627,63.44,1,1,
3633,63.44,1,1,
3633,63.07,1,1,
3634,63.07,1,1,
3636,62.33,1,1,
3642,61.96,1,1,
3644,62.33,1,1,
3647,62.33,1,1,
3649,61.22,1,1,
3650,61.96,1,1,
3650,62.33,1,1,
3652,61.59,1,1,
3653,62.33,1,1,
3661,61.59,1,1,
3660,61.22,1,1,
3662,61.59,1,1,
3662,61.96,1,1,
3668,61.22,1,1,
3670,61.22,1,1,
3672,61.59,1,1,
3671,61.22,1,1,
3674,61.96,1,1,
3676,61.59,1,1,
3681,61.22,1,1,
3680,61.22,1,1,
3684,61.22,1,1,
3689,61.96,1,1,
3689,61.22,1,1,
3692,60.85,1,1,
3690,61.59,1,1,
3696,61.22,1,1,
3696,60.85,1,1,
3700,61.22,1,1,
3701,60.85,1,1,
3704,60.48,1,1,
3707,59.75,1,1,
3705,60.11,1,1,
3710,59.38,1,1,
3714,59.75,1,1,
3717,59.75,1,1,
3715,59.75,1,1,
3717,60.11,1,1,
3717,59.75,1,1,
3718,59.38,1,1,
3718,58.27,1,1,
3720,58.27,1,1,
3719,58.27,1,1,
3721,58.27,1,1,
3723,57.9,1,1,
3723,58.27,1,1,
3727,57.53,1,1,
3727,57.53,1,1,
3728,57.9,1,1,
3729,57.53,1,1,
3728,57.53,1,1,
3734,57.53,1,1,
3734,57.16,1,1,
3735,57.16,1,1,
3738,57.53,1,1,
3739,57.16,1,1,
3740,57.16,1,1,
3738,56.42,1,1,
3738,56.42,1,1,
3740,56.79,1,1,
3742,56.06,1,1,
3742,54.58,1,1,
3743,54.58,1,1,
3738,53.47,1,1,
3738,52,1,1,
3735,52,1,1,
3736,51.26,1,1,
3731,50.15,1,1,
3728,48.31,0,0,
3728,47.94,0,0,
3723,47.94,0,0,
3718,45.35,0,0,
3717,42.4,0,0,
3709,41.67,0,0,
3709,41.3,0,0,
3703,41.67,0,0,
3703,41.3,0,0,
3699,40.93,0,0,
3694,40.93,0,0,
3686,40.93,0,0,
3685,40.93,0,0,
3685,40.93,0,0,
3682,40.93,0,0,
3676,40.56,0,0,
3671,39.45,0,0,
3661,39.45,0,0,
3659,39.45,0,0,
3655,39.82,0,0,
3656,39.45,0,0,
3650,39.82,0,0,
3644,39.82,0,0,
3640,39.45,0,0,
3639,39.45,0,0,
3632,39.82,0,0,
3630,39.45,0,0,
3621,39.82,0,0,
3621,39.45,0,0,
3617,39.82,0,0,
3616,39.82,0,0,
3603,39.45,0,0,
3602,39.82,0,0,
3598,39.82,0,0,
3600,39.82,0,0,
3595,40.19,0,0,
3591,39.82,0,0,
3588,40.19,0,0,
3582,40.56,0,0,
3578,40.19,0,0,
3580,39.82,0,0,
3575,40.19,0,0,
3570,40.19,0,0,
3560,40.19,0,0,
3554,40.19,0,0,
3557,40.19,0,0,
3554,40.19,0,0,
3555,40.19,0,0,
3547,40.19,0,0,
3546,40.56,0,0,
3541,41.67,0,0,
3535,41.67,0,0,
3534,41.67,0,0,
3531,42.03,0,0,
3526,42.4,0,0,
3526,42.4,0,0,
3526,42.03,0,0,
3517,42.4,0,0,
3518,42.4,0,0,
3513,42.03,0,0,
3511,42.03,0,0,
3511,42.4,0,0,
3507,42.03,0,0,
3505,42.03,0,0,
3501,42.77,0,0,
3498,43.14,0,0,
3502,43.14,0,0,
3497,43.51,0,0,
3494,43.51,0,0,
3492,43.51,0,0,
3490,43.88,0,0,
3485,44.25,0,0,
3486,45.72,0,0,
3482,46.46,0,0,
3481,46.83,0,0,
3480,46.83,0,0,
3478,47.57,0,0,
3480,49.78,0,0,
3479,53.1,1,1,
3476,53.84,1,1,
3476,53.47,1,1,
3473,53.47,1,1,
3470,53.47,1,1,
3477,53.1,1,1,
3470,53.47,1,1,
3471,53.1,1,1,
3470,53.47,1,1,
3465,53.84,1,1,
3463,53.47,1,1,
3465,53.1,1,1,
3463,53.47,1,1,
3463,53.84,1,1,
3461,53.47,1,1,
3467,53.84,1,1,
3463,53.84,1,1,
3456,53.84,1,1,
3457,53.47,1,1,
3462,53.47,1,1,
3463,53.47,1,1,
3461,53.84,1,1,
3458,53.47,1,1,
3460,53.47,1,1,
3463,53.47,1,1,
3461,53.1,1,1,
3459,53.47,1,1,
3461,53.47,1,1,
3463,53.84,1,1,
3468,53.47,1,1,
3467,53.84,1,1,
3466,53.47,1,1,
3466,53.47,1,1,
3467,53.47,1,1,
3466,53.47,1,1,
3469,53.1,1,1,
3471,55.32,1,1,
3473,54.95,1,1,
3479,57.53,1,1,
3477,58.64,1,1,
3481,58.64,1,1,
3486,59.01,1,1,
3487,58.64,1,1,
3486,59.38,1,1,
3488,60.11,1,1,
3494,60.85,1,1,
3488,60.48,1,1,
3489,61.59,1,1,
3489,61.59,1,1,
3494,62.7,0.75,1,
3495,61.59,0.75,1,
3493,62.33,0.75,1,
3489,62.33,0.75,1,
3496,62.33,0.75,1,
3497,62.33,0.75,1,
3499,63.8,0.75,1,
3500,67.13,0.75,1,
3500,68.6,0.75,1,
3500,68.23,0.75,1,
3504,68.6,0.75,1,
3504,69.34,0.75,1,
3509,70.08,0.75,1,
3514,69.34,0.75,1,
3511,70.82,0.75,1,
3520,70.08,0.75,1,
3520,70.08,0.75,1,
3527,69.71,0.75,1,
3530,69.71,0.75,1,
3531,70.45,0.75,1,
3532,70.82,0.75,1,
3539,71.18,0.75,1,
3541,70.82,0.75,1,
3549,70.82,0.75,1,
3547,69.71,0.75,1,
3552,69.71,0.75,1,
3557,69.71,0.75,1,
3558,70.08,0.75,1,
3561,70.45,0.75,1,
3566,70.45,0.75,1,
3570,69.71,0.75,1,
3574,70.08,0.75,1,
3574,69.71,0.75,1,
3579,70.45,0.75,1,
3581,69.71,0.75,1,
3582,66.39,0.75,1,
3587,65.28,0.75,1,
3588,64.17,0.75,1,
3587,62.7,0.75,1,
3592,63.44,0.75,1,
3598,63.44,0.75,1,
3600,62.7,0.75,1,
3597,62.7,0.75,1,
3601,62.7,0.75,1,
3604,62.7,0.75,1,
3610,62.7,0.75,1,
3609,62.7,0.75,1,
3611,61.96,0.75,1,
3608,60.85,0.75,1,
3613,59.01,0.75,1,
3610,58.64,0.75,1,
3615,58.64,0.75,1,
3617,57.9,0.75,1,
3617,57.9,0.75,1,
3622,57.53,0.75,1,
3620,57.16,0.75,1,
3623,57.9,0.75,1,
3622,57.9,0.75,1,
3624,57.9,0.75,1,
3621,57.53,0.75,1,
3624,57.53,0.75,1,
3624,57.16,0.75,1,
3629,56.42,0.75,1,
3625,56.79,0.75,1,
3625,56.06,0.75,1,
3625,56.79,0.75,1,
3623,56.79,0.75,1,
3619,56.42,0.75,1,
3616,56.79,0.75,1,
3614,56.79,0.75,1,
3608,56.79,0.75,1,
3607,56.79,0.75,1,
3603,56.79,0.75,1,
3601,56.79,0.75,1,
3597,57.16,0.75,1,
3599,57.16,0.75,1,
3599,57.16,0.75,1,
3598,57.16,0.75,1,
3596,56.79,0.75,1,
3601,57.16,0.75,1,
3592,57.16,0.75,1,
3590,57.16,0.75,1,
3591,57.16,0.75,1,
3591,57.16,0.75,1,
3588,57.16,0.75,1,
3584,57.16,0.75,1,
3579,56.79,0.75,1,
3582,57.16,0.75,1,
3574,57.53,0.75,1,
3576,57.53,0.75,1,
3569,57.53,0.75,1,
3568,57.16,0.75,1,
3566,57.16,0.75,1,
3559,57.16,0.75,1,
3563,57.16,0.75,1,
3554,57.9,0.75,1,
3553,57.16,0.75,1,
3552,57.9,0.75,1,
3553,57.53,0.75,1,
3552,57.9,0.75,1,
3545,57.9,0.75,1,
3542,57.16,0.75,1,
3540,57.9,0.75,1,
3532,57.9,0.75,1,
3532,57.9,0.75,1,
3531,57.9,0.75,1,
3530,57.9,0.75,1,
3527,57.9,0.75,1,
3524,58.27,0.75,1,
3527,58.27,0.75,1,
3515,58.27,0.75,1,
3516,57.9,0.75,1,
3512,57.9,0.75,1,
3515,58.27,0.75,1,
3512,57.53,0.75,1,
3506,57.9,0.75,1,
3504,58.27,0.75,1,
3505,57.16,0.75,1,
3503,57.53,0.75,1,
3496,57.9,0.75,1,
3496,57.16,0.75,1,
3493,58.27,0.75,1,
3494,57.53,0.75,1,
3489,57.53,0.75,1,
3485,57.16,0.75,1,
3484,57.53,0.75,1,
3481,58.27,0.75,1,
3477,58.27,0.75,1,
3472,57.16,0.75,1,
3472,57.16,0.75,1,
3472,56.79,0.75,1,
3469,56.79,0.75,1,
3463,57.16,0.75,1,
3462,56.79,0.75,1,
3463,56.42,0.75,1,
3453,53.47,0.75,1,
3452,51.63,0.75,1,
3451,51.26,0.75,1,
3447,51.63,0.75,1,
3441,51.63,0.75,1,
3439,51.26,0.75,1,
3439,51.63,0.75,1,
3436,51.63,0.75,1,
3430,51.63,0.75,1,
3427,51.26,0.75,1,
3428,51.63,0.75,1,
3423,51.63,0.75,1,
3417,52,0.75,1,
3418,51.26,0.75,1,
3412,52.73,0.75,1,
3414,53.84,0.75,1,
3408,53.84,0.75,1,
3410,54.21,0.75,1,
3410,53.84,0.75,1,
3403,53.84,0.75,1,
3386,45.72,0,0,
3387,44.25,0,0,
3375,43.88,0,0,
3371,44.25,0,0,
3370,43.88,0,0,
3365,44.25,0,0,
3371,43.51,0,0,
3371,44.25,0,0,
3364,43.88,0,0,
3358,43.88,0,0,
3342,44.25,0,0,
3338,43.88,0,0,
3339,44.25,0,0,
3340,43.88,0,0,
3332,44.62,0,0,
3331,47.57,0,0,
3328,47.94,0,0,
3333,47.57,0,0,
3328,49.41,0,0.5,
3322,50.15,0.75,1,
3321,50.89,0.75,1,
3320,50.52,0.75,1,
3320,50.89,0.75,1,
3317,50.52,0.75,1,
3315,50.89,0.75,1,
3327,48.68,0.75,1,
3318,48.31,0,0,
3320,47.94,0,0,
3339,48.68,0,0,
3303,49.41,0.5,0.5,
3303,49.78,0.5,0.75,
3298,49.78,0.5,0.5,
3305,52,0.75,0.75,
3308,57.16,0.75,1,
3300,58.64,0.75,1,
3305,60.48,0.75,1,
3306,60.48,0.75,1,
3304,60.85,0.75,1,
3306,60.85,0.75,1,
3306,61.22,0.75,1,
3308,61.96,0.75,1,
3309,61.96,0.75,1,
3313,61.59,0.75,1,
3313,61.96,0.75,1,
3311,61.59,0.75,1,
3314,61.96,0.75,1,
3316,61.96,0.75,1,
3317,61.96,0.75,1,
3316,60.48,0.75,1,
3325,60.48,0.75,1,
3325,59.75,0.75,1,
3322,59.38,0.75,1,
3320,57.9,0.75,1,
3319,55.69,0.75,1,
3324,55.32,0.75,1,
3322,54.58,0.75,1,
3325,53.1,0.75,1,
3323,53.47,0.75,1,
3322,53.1,0.75,1,
3326,53.1,0.75,1,
3327,53.1,0.75,1,
3324,52.37,0.75,1,
3325,52.37,0.75,1,
3325,52.37,0.75,1,
3325,52,0.75,1,
3317,48.68,0.25,0.25,
3324,46.83,0,0,
3327,46.46,0,0,
3321,46.46,0,0,
3317,46.46,0,0,
3318,46.46,0,0,
3316,46.46,0,0,
3314,46.09,0,0,
3315,46.09,0,0,
3314,46.46,0,0,
3307,46.46,0,0,
3307,46.46,0,0,
3303,46.83,0,0,
3304,46.46,0,0,
3304,46.46,0,0,
3302,46.46,0,0,
3301,46.46,0,0,
3299,46.46,0,0,
3299,46.46,0,0,
3300,46.46,0,0,
3294,46.46,0,0,
3291,46.83,0,0,
3291,46.46,0,0,
3293,46.09,0,0,
3288,46.83,0,0,
3293,46.83,0,0,
3290,46.83,0,0,
3291,46.46,0,0,
3289,46.46,0,0,
3287,46.83,0,0,
3288,46.83,0,0,
3288,47.57,0,0,
3280,48.31,0,0,
3280,48.31,0,0,
3283,47.94,0,0,
3279,47.94,0,0,
3282,48.31,0,0,
3282,48.31,0,0,
3281,48.31,0,0,
3278,48.68,0,0.25,
3286,48.31,0,0,
3282,48.68,0,0,
3282,50.15,0.75,1,
3282,49.41,0.5,0.5,
3285,49.78,0.75,0.75,
3282,49.78,0.75,0.75,
3283,50.15,0.75,0.75,
3287,50.15,0.75,0.75,
3284,49.78,0.75,0.75,
3288,49.78,0.75,0.75,
3293,49.41,0.5,0.5,
3289,50.15,0.75,0.75,
3282,49.78,0.75,0.75,
3288,50.15,0.75,0.75,
3293,50.15,0.75,0.75,
3294,49.78,0.75,0.75,
3290,50.15,0.75,0.75,
3293,49.78,0.75,0.75,
3301,49.41,0.5,0.75,
3298,49.78,0.75,0.75,
3293,49.41,0.5,0.5,
3297,48.68,0,0.25,
3297,48.68,0.25,0.5,
3300,48.31,0.25,0,
3295,46.83,0,0,
3300,46.46,0,0,
3299,46.46,0,0,
3297,46.83,0,0,
3297,46.46,0,0,
3296,46.09,0,0,
3290,46.46,0,0,
3294,46.09,0,0,
3291,45.72,0,0,
3287,45.72,0,0,
3284,45.72,0,0,
3287,46.09,0,0,
3284,45.72,0,0,
3282,46.09,0,0,
3278,46.09,0,0,
3274,46.09,0,0,
3278,46.46,0,0,
3275,46.09,0,0,
3272,45.72,0,0,
3272,46.09,0,0,
3272,46.46,0,0,
3268,46.09,0,0,
3271,46.09,0,0,
3269,46.09,0,0,
3266,45.72,0,0,
3263,46.09,0,0,
3265,46.83,0,0,
3262,49.04,0,0,
3262,49.41,0.5,0.5,
3260,50.15,0.75,1,
3265,50.52,0.75,1,
3267,50.52,0.75,1,
3261,50.52,0.75,1,
3263,51.26,0.75,1,
3261,50.89,0.75,1,
3262,51.26,0.75,1,
3261,52.37,0.75,1,
3263,52.37,0.75,1,
3269,56.42,0.75,1,
3271,57.53,0.75,1,
3265,58.64,0.75,1,
3271,59.01,0.75,1,
3272,59.38,0.75,1,
3272,59.38,0.75,1,
3274,58.64,0.75,1,
3277,59.01,0.75,1,
3279,59.01,0.75,1,
3277,56.06,0.75,1,
3277,55.32,0.75,1,
3278,52.73,0.75,1,
3272,47.94,0,0,
3271,47.2,0,0,
3275,47.57,0,0,
3271,46.83,0,0,
3271,46.83,0,0,
3270,46.46,0,0,
3266,43.14,0,0,
3266,42.03,0,0,
3255,42.03,0,0,
3259,41.67,0,0,
3259,41.67,0,0,
3255,42.03,0,0,
3255,41.67,0,0,
3253,41.67,0,0,
3250,42.03,0,0,
3241,42.03,0,0,
3242,42.03,0,0,
3237,42.03,0,0,
3231,41.67,0,0,
3227,42.03,0,0,
3223,41.67,0,0,
3228,42.03,0,0,
3217,42.03,0,0,
3221,44.25,0,0,
3216,44.99,0,0,
3213,45.35,0,0,
3213,44.99,0,0,
3208,45.35,0,0,
3210,44.25,0,0,
3206,44.62,0,0,
3203,44.62,0,0,
3203,44.99,0,0,
3192,45.35,0,0,
3190,44.99,0,0,
3189,45.72,0,0,
3183,45.35,0,0,
3177,46.09,0,0,
3173,46.09,0,0,
3175,45.72,0,0,
3163,46.09,0,0,
3163,45.72,0,0,
3161,46.09,0,0,
3159,45.72,0,0,
3154,46.09,0,0,
3149,46.09,0,0,
3148,45.72,0,0,
3141,45.72,0,0,
3138,46.09,0,0,
3133,46.46,0,0,
3133,46.09,0,0,
3127,46.09,0,0,
3128,46.09,0,0,
3120,46.83,0,0,
3106,12.51,0,0,
2962,17.31,0,0,
2817,16.94,0,0,
2652,16.57,0,0,
2506,16.57,0,0,
2361,16.94,0,0,
2334,16.94,0,0,
2533,16.2,0,0,
2790,15.47,0,0,
3257,17.68,0,0,
3569,18.79,0,0,
3482,19.52,0,0,
3525,21.37,0,0,
3500,23.58,0,0,
3483,24.32,0,0,
3500,25.8,0,0,
3547,29.49,0,0,
3519,30.6,0,0,
3448,31.7,0,0,
3477,31.7,0,0,
3458,31.7,0,0,
3451,31.7,0,0,
3454,31.7,0,0,
3443,32.07,0,0,
3440,31.7,0,0,
3428,32.07,0,0,
3436,32.07,0,0,
3408,31.7,0,0,
3425,32.44,0,0,
3399,35.02,0,0,
3423,36.5,0,0,
3407,38.34,0,0,
3408,40.56,0,0,
3411,42.4,0,0,
3417,45.35,0,0,
3418,49.41,0,0,
3418,50.52,0.75,1,
3419,51.63,0.75,1,
3423,51.26,0.75,1,
3427,52,0.75,1,
3432,53.1,0.75,1,
3432,52.73,0.75,1,
3439,53.1,0.75,1,
3435,53.47,0.75,1,
3438,53.1,0.75,1,
3440,53.1,0.75,1,
3440,53.1,0.75,1,
3447,53.47,0.75,1,
3453,53.1,0.75,1,
3449,53.1,0.75,1,
3455,53.1,0.75,1,
3458,53.1,0.75,1,
3459,52.73,0.75,1,
3464,52.73,0.75,1,
3466,52.37,0.75,1,
3462,52.73,0.75,1,
3471,52.37,0.75,1,
3468,52.37,0.75,1,
3475,52.73,0.75,1,
3473,52,0.75,1,
3474,52,0.75,1,
3475,52,0.75,1,
3473,52,0.75,1,
3478,51.63,0.75,1,
3483,51.63,0.75,1,
3475,51.63,0.75,1,
3480,52,0.75,1,
3487,51.26,0.75,1,
3483,52,0.75,1,
3488,52,0.75,1,
3492,51.63,0.75,1,
3493,51.63,0.75,1,
3498,51.63,0.75,1,
3501,51.63,0.75,1,
3501,51.26,0.75,1,
3503,50.52,0.75,1,
3508,50.89,0.75,1,
3511,49.78,0.75,0.75,
