RPM,MAP,Spark Knock R,Spark Knock F
3767,83,0.00,4.25
3807,83,0.00,4.25
3820,83,0.00,4.25
3868,83,0.00,4.25
4013,73,0.00,4.25
4019,73,0.00,4.25
4044,54,0.00,4.25
3585,79,0.00,4.00
3623,79,0.00,4.00
3662,79,0.00,4.00
3694,80,0.00,4.00
3729,80,0.00,4.00
3889,83,0.00,3.75
3933,83,0.00,3.75
3961,83,0.00,3.75
3818,29,0.00,3.50
3708,24,0.00,3.50
3623,20,0.00,3.50
3830,29,0.00,3.50
3786,24,0.00,3.50
3685,20,0.00,3.50
3518,18,0.00,3.50
3356,18,0.00,3.50
3197,18,0.00,3.50
3039,22,0.00,3.50
3138,52,0.00,3.00
3190,56,0.00,3.00
3104,52,0.00,3.00
3111,53,0.00,3.00
3276,73,0.00,3.00
3294,73,0.00,3.00
3311,72,0.00,3.00
3318,73,0.00,3.00
3338,73,0.00,3.00
3350,73,0.00,3.00
3362,72,0.00,3.00
3371,72,0.00,3.00
3384,71,0.00,3.00
3455,18,0.00,2.75
3260,18,0.00,2.75
3058,33,0.00,2.75
3252,45,0.00,2.75
3214,57,0.00,2.75
3216,54,0.00,2.75
3196,32,0.00,2.75
3196,35,0.00,2.75
3088,41,0.00,2.75
3146,49,0.00,2.75
3387,71,0.00,2.75
3404,70,0.00,2.75
3416,70,0.00,2.75
3422,71,0.00,2.75
3427,71,0.00,2.75
3438,73,0.00,2.75
3163,58,0.00,2.50
3194,58,0.00,2.50
3186,58,0.00,2.50
3199,58,0.00,2.50
3204,58,0.00,2.50
3226,53,0.00,2.50
3234,52,0.00,2.50
3234,51,0.00,2.50
3887,75,0.00,2.50
3901,75,0.00,2.50
3930,74,0.00,2.50
3947,74,0.00,2.50
3969,74,0.00,2.50
3988,73,0.00,2.50
3098,53,0.00,2.50
3104,55,0.00,2.50
3095,58,0.00,2.50
3113,60,0.00,2.50
3109,61,0.00,2.50
3108,60,0.00,2.50
3111,60,0.00,2.50
3109,60,0.00,2.50
3111,60,0.00,2.50
3104,60,0.00,2.50
3446,76,0.00,2.50
3457,78,0.00,2.50
3463,80,0.00,2.50
3475,82,0.00,2.50
3495,83,0.00,2.50
3500,86,0.00,2.50
3107,60,0.00,2.25
3108,60,0.00,2.25
3113,61,0.00,2.25
3519,88,0.00,2.25
3520,88,0.00,2.25
3542,88,0.00,2.25
3556,89,0.00,2.25
3570,89,0.00,2.25
3589,89,0.00,2.25
3594,89,0.00,2.25
3544,79,0.00,2.00
3571,79,0.00,2.00
3592,79,0.00,2.00
3634,78,0.00,2.00
3650,78,0.00,2.00
3691,78,0.00,2.00
3707,77,0.00,2.00
3745,76,0.00,2.00
3765,75,0.00,2.00
3799,75,0.00,2.00
3897,74,0.00,2.00
3920,66,0.00,2.00
1214,51,0.00,2.00
1426,37,0.00,2.00
1503,31,0.00,2.00
1463,28,0.00,2.00
1385,29,0.00,2.00
3359,72,0.00,2.00
3398,73,0.00,2.00
3426,76,0.00,2.00
3452,78,0.00,2.00
3481,80,0.00,2.00
3521,79,0.00,2.00
3531,79,0.00,2.00
3565,79,0.00,2.00
3234,46,0.00,2.00
3234,43,0.00,2.00
3243,42,0.00,2.00
4209,62,0.00,2.00
4242,63,0.00,2.00
4286,64,0.00,2.00
4326,65,0.00,2.00
4370,68,0.00,2.00
4417,67,0.00,2.00
3123,60,0.00,2.00
3129,59,0.00,2.00
3149,59,0.00,2.00
3125,60,0.00,2.00
3124,60,0.00,2.00
3129,60,0.00,2.00
3615,89,0.00,2.00
3631,88,0.00,2.00
3650,89,0.00,2.00
3665,88,0.00,2.00
3682,69,0.00,2.00
3817,75,0.00,1.75
3850,75,0.00,1.75
3867,75,0.00,1.75
3727,25,0.00,1.75
3162,52,0.00,1.75
1358,37,0.00,1.75
1413,29,0.00,1.75
1360,28,0.00,1.75
1331,29,0.00,1.75
1308,30,0.00,1.75
1333,29,0.00,1.75
4166,24,0.00,1.75
4066,21,0.00,1.75
3891,18,0.00,1.75
3717,18,0.00,1.75
3596,18,0.00,1.75
3367,24,0.00,1.75
3166,50,0.00,1.75
3119,60,0.00,1.75
3121,60,0.00,1.75
3127,60,0.00,1.75
3125,60,0.00,1.75
3135,60,0.00,1.75
3127,62,0.00,1.75
3149,62,0.00,1.75
3039,64,0.00,1.75
3664,24,0.00,1.50
3546,19,0.00,1.50
3397,19,0.00,1.50
3288,25,0.00,1.50
3082,45,0.00,1.50
3119,59,0.00,1.50
3145,61,0.00,1.50
3148,63,0.00,1.50
3156,64,0.00,1.50
3159,64,0.00,1.50
3174,64,0.00,1.50
3180,64,0.00,1.50
1293,29,0.00,1.50
1249,30,0.00,1.50
1220,30,0.00,1.50
1200,30,0.00,1.50
1162,32,0.00,1.50
1124,32,0.00,1.50
1126,32,0.00,1.50
3242,41,0.00,1.50
3238,41,0.00,1.50
3232,37,0.00,1.50
3226,34,0.00,1.50
3225,32,0.00,1.50
3229,31,0.00,1.50
3215,32,0.00,1.50
3289,64,0.00,1.50
3256,75,0.00,1.50
3302,80,0.00,1.50
3294,82,0.00,1.50
3331,82,0.00,1.50
3352,82,0.00,1.50
3140,62,0.00,1.50
3141,62,0.00,1.50
3136,62,0.00,1.50
3143,62,0.00,1.50
3144,62,0.00,1.50
3136,62,0.00,1.50
3104,70,0.00,1.50
3100,82,0.00,1.50
3118,86,0.00,1.50
3122,87,0.00,1.50
3137,87,0.00,1.50
3140,87,0.00,1.50
3191,65,0.00,1.25
3197,64,0.00,1.25
3216,65,0.00,1.25
3220,66,0.00,1.25
3230,66,0.00,1.25
3241,67,0.00,1.25
1095,34,0.00,1.25
1113,33,0.00,1.25
1098,34,0.00,1.25
1064,37,0.00,1.25
1088,36,0.00,1.25
1067,36,0.00,1.25
3224,31,0.00,1.25
3208,30,0.00,1.25
3193,30,0.00,1.25
3199,30,0.00,1.25
3177,27,0.00,1.25
3145,22,0.00,1.25
3376,81,0.00,1.25
3408,81,0.00,1.25
3423,81,0.00,1.25
3452,81,0.00,1.25
3480,80,0.00,1.25
3496,80,0.00,1.25
3143,62,0.00,1.25
3134,62,0.00,1.25
3145,62,0.00,1.25
3143,62,0.00,1.25
3146,62,0.00,1.25
3143,62,0.00,1.25
3151,62,0.00,1.25
3144,62,0.00,1.25
3148,62,0.00,1.25
3153,62,0.00,1.25
3159,62,0.00,1.25
3158,62,0.00,1.25
3162,63,0.00,1.25
3421,29,0.00,1.25
3163,87,0.00,1.25
3168,87,0.00,1.25
3189,86,0.00,1.25
3185,87,0.00,1.25
3211,87,0.00,1.25
3200,87,0.00,1.25
3223,87,0.00,1.25
3217,87,0.00,1.25
3231,86,0.00,1.25
3240,86,0.00,1.25
3244,87,0.00,1.25
3251,87,0.00,1.25
3248,80,0.00,1.25
3247,66,0.00,1.00
3259,67,0.00,1.00
3272,66,0.00,1.00
3275,66,0.00,1.00
3294,66,0.00,1.00
3295,66,0.00,1.00
3314,66,0.00,1.00
1068,36,0.00,1.00
1102,34,0.00,1.00
1103,34,0.00,1.00
1098,34,0.00,1.00
1077,34,0.00,1.00
1066,34,0.00,1.00
1083,34,0.00,1.00
3080,21,0.00,1.00
3170,20,0.00,1.00
3134,20,0.00,1.00
3126,20,0.00,1.00
3108,20,0.00,1.00
3092,20,0.00,1.00
3090,20,0.00,1.00
3519,80,0.00,1.00
3545,80,0.00,1.00
3560,79,0.00,1.00
3591,79,0.00,1.00
3605,79,0.00,1.00
3636,78,0.00,1.00
3654,77,0.00,1.00
3171,65,0.00,1.00
3181,69,0.00,1.00
3187,73,0.00,1.00
3207,75,0.00,1.00
3208,75,0.00,1.00
3223,75,0.00,1.00
3223,74,0.00,1.00
3248,74,0.00,1.00
3256,73,0.00,1.00
3269,73,0.00,1.00
3440,25,0.00,1.00
3331,20,0.00,1.00
3204,18,0.00,1.00
3036,19,0.00,1.00
3088,27,0.00,1.00
3182,41,0.00,1.00
3251,74,0.00,1.00
3259,65,0.00,1.00
3253,58,0.00,1.00
3255,54,0.00,1.00
3259,49,0.00,1.00
3318,66,0.00,0.75
3337,65,0.00,0.75
3343,65,0.00,0.75
3358,67,0.00,0.75
3359,67,0.00,0.75
3381,67,0.00,0.75
3378,67,0.00,0.75
3397,66,0.00,0.75
3403,67,0.00,0.75
3414,67,0.00,0.75
3422,66,0.00,0.75
3439,66,0.00,0.75
3451,65,0.00,0.75
1094,33,0.00,0.75
1093,33,0.00,0.75
1083,33,0.00,0.75
1104,33,0.00,0.75
1099,33,0.00,0.75
1099,32,0.00,0.75
3081,20,0.00,0.75
3075,20,0.00,0.75
3064,20,0.00,0.75
3024,20,0.00,0.75
3016,20,0.00,0.75
3056,20,0.00,0.75
2984,20,0.00,0.75
3020,20,0.00,0.75
2994,20,0.00,0.75
2981,21,0.00,0.75
2950,21,0.00,0.75
2978,23,0.00,0.75
3685,78,0.00,0.75
3697,77,0.00,0.75
3735,76,0.00,0.75
3745,76,0.00,0.75
3770,76,0.00,0.75
3789,75,0.00,0.75
1828,53,0.00,0.75
1909,101,0.00,0.75
2494,80,0.00,0.75
1620,87,0.00,0.75
1890,38,0.00,0.75
1103,56,0.00,0.75
1221,59,0.00,0.75
1297,86,0.00,0.75
1067,89,0.00,0.75
1231,72,0.00,0.75
1281,58,0.00,0.75
1349,56,0.00,0.75
1310,56,0.00,0.75
1368,67,0.00,0.75
1682,62,0.00,0.75
1932,60,0.00,0.75
2150,55,0.00,0.75
2265,55,0.00,0.75
2300,55,0.00,0.75
2307,54,0.00,0.75
2286,55,0.00,0.75
2254,56,0.00,0.75
2208,56,0.00,0.75
2174,57,0.00,0.75
2147,57,0.00,0.75
2134,57,0.00,0.75
2126,57,0.00,0.75
2121,58,0.00,0.75
2120,58,0.00,0.75
2115,58,0.00,0.75
2106,58,0.00,0.75
2097,58,0.00,0.75
2080,58,0.00,0.75
2074,58,0.00,0.75
2075,59,0.00,0.75
2080,58,0.00,0.75
2087,58,0.00,0.75
2097,59,0.00,0.75
2108,58,0.00,0.75
2122,60,0.00,0.75
2153,62,0.00,0.75
2196,62,0.00,0.75
2238,62,0.00,0.75
2273,61,0.00,0.75
2294,61,0.00,0.75
2309,61,0.00,0.75
2357,60,0.00,0.75
2456,60,0.00,0.75
2525,62,0.00,0.75
2599,62,0.00,0.75
2673,62,0.00,0.75
2755,62,0.00,0.75
2829,63,0.00,0.75
2931,65,0.00,0.75
3014,66,0.00,0.75
3097,65,0.00,0.75
3186,63,0.00,0.75
3244,62,0.00,0.75
3333,61,0.00,0.75
3419,59,0.00,0.75
3463,58,0.00,0.75
2432,56,0.00,0.75
2500,58,0.00,0.75
2500,60,0.00,0.75
2547,60,0.00,0.75
2571,60,0.00,0.75
2598,59,0.00,0.75
2630,60,0.00,0.75
2656,60,0.00,0.75
2683,60,0.00,0.75
2717,59,0.00,0.75
2744,59,0.00,0.75
2777,58,0.00,0.75
2796,59,0.00,0.75
2829,58,0.00,0.75
2849,58,0.00,0.75
2887,58,0.00,0.75
2910,58,0.00,0.75
2938,57,0.00,0.75
2967,57,0.00,0.75
3000,58,0.00,0.75
3028,59,0.00,0.75
3056,60,0.00,0.75
3096,60,0.00,0.75
3122,60,0.00,0.75
3163,59,0.00,0.75
3190,60,0.00,0.75
3235,60,0.00,0.75
3264,60,0.00,0.75
3307,60,0.00,0.75
3336,60,0.00,0.75
3380,59,0.00,0.75
3410,58,0.00,0.75
3443,58,0.00,0.75
3477,58,0.00,0.75
3523,59,0.00,0.75
3556,61,0.00,0.75
3595,61,0.00,0.75
3637,61,0.00,0.75
3675,62,0.00,0.75
3711,62,0.00,0.75
3745,46,0.00,0.75
2760,52,0.00,0.75
2755,60,0.00,0.75
2774,63,0.00,0.75
2781,64,0.00,0.75
2801,64,0.00,0.75
2812,64,0.00,0.75
2830,64,0.00,0.75
2844,64,0.00,0.75
2865,63,0.00,0.75
2871,64,0.00,0.75
2901,64,0.00,0.75
2907,63,0.00,0.75
2932,63,0.00,0.75
2943,63,0.00,0.75
2965,63,0.00,0.75
2981,64,0.00,0.75
2999,65,0.00,0.75
3019,65,0.00,0.75
3036,64,0.00,0.75
3051,64,0.00,0.75
3072,64,0.00,0.75
3083,63,0.00,0.75
3098,63,0.00,0.75
3118,63,0.00,0.75
3142,62,0.00,0.75
3131,63,0.00,0.75
3185,62,0.00,0.75
3187,63,0.00,0.75
3200,63,0.00,0.75
3227,62,0.00,0.75
3243,62,0.00,0.75
3254,63,0.00,0.75
3269,62,0.00,0.75
3293,62,0.00,0.75
3317,61,0.00,0.75
3322,62,0.00,0.75
3347,61,0.00,0.75
3366,61,0.00,0.75
3377,60,0.00,0.75
3403,60,0.00,0.75
3410,59,0.00,0.75
3434,59,0.00,0.75
3453,59,0.00,0.75
3478,58,0.00,0.75
3487,59,0.00,0.75
3507,59,0.00,0.75
3514,58,0.00,0.75
3551,58,0.00,0.75
3555,58,0.00,0.75
2806,51,0.00,0.75
2798,52,0.00,0.75
2802,53,0.00,0.75
2823,58,0.00,0.75
2822,60,0.00,0.75
2837,61,0.00,0.75
2854,60,0.00,0.75
2851,60,0.00,0.75
2869,60,0.00,0.75
2864,60,0.00,0.75
2884,60,0.00,0.75
2879,60,0.00,0.75
2890,60,0.00,0.75
2894,60,0.00,0.75
2904,60,0.00,0.75
2914,60,0.00,0.75
2917,60,0.00,0.75
2925,59,0.00,0.75
2944,59,0.00,0.75
2944,59,0.00,0.75
2942,59,0.00,0.75
2978,59,0.00,0.75
2960,59,0.00,0.75
2971,59,0.00,0.75
2980,60,0.00,0.75
2991,60,0.00,0.75
2999,59,0.00,0.75
3009,60,0.00,0.75
3017,59,0.00,0.75
3019,59,0.00,0.75
3030,60,0.00,0.75
3041,59,0.00,0.75
3050,59,0.00,0.75
3058,59,0.00,0.75
3069,59,0.00,0.75
3074,59,0.00,0.75
3082,59,0.00,0.75
3101,59,0.00,0.75
3104,59,0.00,0.75
3111,59,0.00,0.75
3120,59,0.00,0.75
3138,58,0.00,0.75
3140,58,0.00,0.75
3151,58,0.00,0.75
3164,58,0.00,0.75
3176,58,0.00,0.75
3186,57,0.00,0.75
3190,57,0.00,0.75
3201,57,0.00,0.75
3204,56,0.00,0.75
3213,56,0.00,0.75
3213,57,0.00,0.75
3225,56,0.00,0.75
3233,56,0.00,0.75
3253,56,0.00,0.75
3253,56,0.00,0.75
3276,56,0.00,0.75
3286,56,0.00,0.75
3285,56,0.00,0.75
3305,56,0.00,0.75
3316,55,0.00,0.75
3322,55,0.00,0.75
3322,55,0.00,0.75
3341,55,0.00,0.75
3356,55,0.00,0.75
3354,55,0.00,0.75
3361,54,0.00,0.75
3384,52,0.00,0.75
3441,51,0.00,0.75
3375,52,0.00,0.75
3405,51,0.00,0.75
3405,52,0.00,0.75
3430,51,0.00,0.75
3432,51,0.00,0.75
3431,52,0.00,0.75
3452,53,0.00,0.75
3452,53,0.00,0.75
3468,52,0.00,0.75
3467,52,0.00,0.75
3479,52,0.00,0.75
3492,52,0.00,0.75
3510,54,0.00,0.75
3516,56,0.00,0.75
2948,55,0.00,0.75
2937,58,0.00,0.75
2955,60,0.00,0.75
2953,61,0.00,0.75
2962,61,0.00,0.75
2969,62,0.00,0.75
2976,62,0.00,0.75
2972,62,0.00,0.75
2979,62,0.00,0.75
2984,62,0.00,0.75
2988,62,0.00,0.75
3000,61,0.00,0.75
2997,62,0.00,0.75
3022,61,0.00,0.75
3027,61,0.00,0.75
3030,61,0.00,0.75
3036,61,0.00,0.75
3042,61,0.00,0.75
3042,61,0.00,0.75
3050,61,0.00,0.75
3059,61,0.00,0.75
3068,61,0.00,0.75
3074,61,0.00,0.75
3081,61,0.00,0.75
3080,60,0.00,0.75
3076,62,0.00,0.75
3077,63,0.00,0.75
3082,63,0.00,0.75
3086,63,0.00,0.75
3095,66,0.00,0.75
3102,67,0.00,0.75
3106,67,0.00,0.75
3119,67,0.00,0.75
3119,66,0.00,0.75
3127,67,0.00,0.75
3132,66,0.00,0.75
3134,66,0.00,0.75
3145,66,0.00,0.75
3150,66,0.00,0.75
3148,68,0.00,0.75
3155,68,0.00,0.75
3169,68,0.00,0.75
3169,68,0.00,0.75
3179,68,0.00,0.75
3185,68,0.00,0.75
3186,68,0.00,0.75
3194,67,0.00,0.75
3196,68,0.00,0.75
3206,68,0.00,0.75
3212,68,0.00,0.75
3226,67,0.00,0.75
3223,67,0.00,0.75
3226,67,0.00,0.75
3231,67,0.00,0.75
3242,67,0.00,0.75
3242,67,0.00,0.75
3252,67,0.00,0.75
3253,66,0.00,0.75
3258,67,0.00,0.75
3265,66,0.00,0.75
3267,66,0.00,0.75
3269,66,0.00,0.75
3274,66,0.00,0.75
3268,67,0.00,0.75
3266,66,0.00,0.75
3293,66,0.00,0.75
3280,66,0.00,0.75
3280,67,0.00,0.75
3284,66,0.00,0.75
3297,67,0.00,0.75
3288,67,0.00,0.75
3293,68,0.00,0.75
3289,66,0.00,0.75
3300,67,0.00,0.75
3299,68,0.00,0.75
3309,67,0.00,0.75
3305,67,0.00,0.75
3315,66,0.00,0.75
3319,67,0.00,0.75
3321,66,0.00,0.75
3323,66,0.00,0.75
3316,67,0.00,0.75
3326,67,0.00,0.75
3338,66,0.00,0.75
3320,67,0.00,0.75
3332,66,0.00,0.75
3333,66,0.00,0.75
3328,67,0.00,0.75
3346,67,0.00,0.75
3323,67,0.00,0.75
3346,66,0.00,0.75
3331,68,0.00,0.75
3340,67,0.00,0.75
3336,67,0.00,0.75
3342,67,0.00,0.75
3338,68,0.00,0.75
3343,67,0.00,0.75
3336,68,0.00,0.75
3334,67,0.00,0.75
3336,68,0.00,0.75
3336,68,0.00,0.75
3333,68,0.00,0.75
3331,68,0.00,0.75
3333,68,0.00,0.75
3330,68,0.00,0.75
3336,68,0.00,0.75
3336,68,0.00,0.75
3341,68,0.00,0.75
3338,68,0.00,0.75
3336,69,0.00,0.75
3344,68,0.00,0.75
3345,68,0.00,0.75
3346,67,0.00,0.75
3352,67,0.00,0.75
3354,68,0.00,0.75
3359,68,0.00,0.75
3361,68,0.00,0.75
3359,67,0.00,0.75
3367,68,0.00,0.75
3364,68,0.00,0.75
3372,68,0.00,0.75
3374,67,0.00,0.75
3373,67,0.00,0.75
3379,67,0.00,0.75
3380,66,0.00,0.75
3380,67,0.00,0.75
3390,67,0.00,0.75
3387,66,0.00,0.75
3392,67,0.00,0.75
3392,67,0.00,0.75
3400,66,0.00,0.75
3403,66,0.00,0.75
3408,66,0.00,0.75
3408,66,0.00,0.75
3415,66,0.00,0.75
3413,66,0.00,0.75
3414,66,0.00,0.75
3423,66,0.00,0.75
3416,66,0.00,0.75
3437,66,0.00,0.75
3419,67,0.00,0.75
3430,66,0.00,0.75
3427,66,0.00,0.75
3430,66,0.00,0.75
3436,67,0.00,0.75
3436,67,0.00,0.75
3442,69,0.00,0.75
3443,70,0.00,0.75
3447,69,0.00,0.75
3446,70,0.00,0.75
3451,70,0.00,0.75
3453,70,0.00,0.75
3458,69,0.00,0.75
3461,70,0.00,0.75
3466,72,0.00,0.75
3470,72,0.00,0.75
3473,72,0.00,0.75
3477,72,0.00,0.75
3481,72,0.00,0.75
3487,72,0.00,0.75
3485,72,0.00,0.75
3500,73,0.00,0.75
3494,71,0.00,0.75
3513,73,0.00,0.75
3505,72,0.00,0.75
3523,75,0.00,0.75
3517,75,0.00,0.75
3526,75,0.00,0.75
3529,75,0.00,0.75
3534,75,0.00,0.75
3547,75,0.00,0.75
3547,75,0.00,0.75
3563,75,0.00,0.75
3564,77,0.00,0.75
3574,77,0.00,0.75
3580,77,0.00,0.75
3591,78,0.00,0.75
3601,78,0.00,0.75
3610,78,0.00,0.75
3622,78,0.00,0.75
3623,77,0.00,0.75
3641,77,0.00,0.75
3649,77,0.00,0.75
3663,78,0.00,0.75
3681,77,0.00,0.75
2963,52,0.00,0.75
2934,54,0.00,0.75
2940,55,0.00,0.75
2936,55,0.00,0.75
2926,56,0.00,0.75
2924,55,0.00,0.75
2916,56,0.00,0.75
2905,57,0.00,0.75
2910,57,0.00,0.75
2913,57,0.00,0.75
2901,58,0.00,0.75
2895,57,0.00,0.75
2895,57,0.00,0.75
2888,58,0.00,0.75
2890,57,0.00,0.75
2879,58,0.00,0.75
2876,58,0.00,0.75
2874,58,0.00,0.75
2867,58,0.00,0.75
2863,58,0.00,0.75
2861,59,0.00,0.75
2863,61,0.00,0.75
2863,62,0.00,0.75
2862,67,0.00,0.75
2861,70,0.00,0.75
2857,72,0.00,0.75
2862,72,0.00,0.75
2855,74,0.00,0.75
2862,73,0.00,0.75
2852,75,0.00,0.75
2858,76,0.00,0.75
2853,77,0.00,0.75
2849,77,0.00,0.75
2857,77,0.00,0.75
2859,77,0.00,0.75
2861,79,0.00,0.75
2861,79,0.00,0.75
2857,81,0.00,0.75
2865,81,0.00,0.75
2868,81,0.00,0.75
2869,82,0.00,0.75
2873,84,0.00,0.75
2870,84,0.00,0.75
2877,85,0.00,0.75
2880,85,0.00,0.75
2882,84,0.00,0.75
2888,84,0.00,0.75
2884,85,0.00,0.75
2878,85,0.00,0.75
2896,84,0.00,0.75
2884,84,0.00,0.75
2895,84,0.00,0.75
2893,84,0.00,0.75
2892,84,0.00,0.75
2897,84,0.00,0.75
2901,84,0.00,0.75
2901,84,0.00,0.75
2904,84,0.00,0.75
2907,84,0.00,0.75
2907,84,0.00,0.75
2920,83,0.00,0.75
2910,85,0.00,0.75
2933,87,0.00,0.75
2932,89,0.00,0.75
2939,90,0.00,0.75
2944,91,0.00,0.75
2957,93,0.00,0.75
2959,95,0.00,0.75
2970,97,0.00,0.75
2968,98,0.00,0.75
2980,98,0.00,0.75
2994,98,0.00,0.75
2997,98,0.00,0.75
3020,99,0.00,0.75
2997,99,0.00,0.75
3011,99,0.00,0.75
3028,99,0.00,0.75
3023,99,0.00,0.75
3037,99,0.00,0.75
3043,99,0.00,0.75
3059,99,0.00,0.75
3056,99,0.00,0.75
3077,99,0.00,0.75
3075,99,0.00,0.75
3093,99,0.00,0.75
3104,99,0.00,0.75
3105,99,0.00,0.75
3121,98,0.00,0.75
3116,97,0.00,0.75
3138,96,0.00,0.75
3126,92,0.00,0.75
3142,88,0.00,0.75
3134,86,0.00,0.75
3120,68,0.00,0.75
3112,53,0.00,0.75
3120,53,0.00,0.75
3121,52,0.00,0.75
1780,70,0.00,0.75
1722,90,0.00,0.75
1498,60,0.00,0.75
1423,83,0.00,0.75
1521,29,0.00,0.75
1029,73,0.00,0.75
1038,79,0.00,0.75
1049,76,0.00,0.75
1058,93,0.00,0.75
1240,79,0.00,0.75
1180,74,0.00,0.75
1286,41,0.00,0.75
1294,48,0.00,0.75
1200,54,0.00,0.75
1195,53,0.00,0.75
1323,52,0.00,0.75
1445,54,0.00,0.75
1562,52,0.00,0.75
1694,52,0.00,0.75
1706,53,0.00,0.75
1728,53,0.00,0.75
1758,52,0.00,0.75
1771,51,0.00,0.75
1795,51,0.00,0.75
1811,50,0.00,0.75
1828,50,0.00,0.75
1854,51,0.00,0.75
1883,52,0.00,0.75
1914,54,0.00,0.75
1958,55,0.00,0.75
2006,55,0.00,0.75
2032,55,0.00,0.75
2037,55,0.00,0.75
2048,55,0.00,0.75
2093,54,0.00,0.75
2172,52,0.00,0.75
2226,52,0.00,0.75
2259,52,0.00,0.75
2329,51,0.00,0.75
2449,53,0.00,0.75
2493,55,0.00,0.75
2548,56,0.00,0.75
2603,56,0.00,0.75
2675,55,0.00,0.75
2740,55,0.00,0.75
2787,53,0.00,0.75
2845,53,0.00,0.75
2929,52,0.00,0.75
3455,66,0.00,0.50
3473,65,0.00,0.50
3472,66,0.00,0.50
3496,66,0.00,0.50
3495,66,0.00,0.50
3514,66,0.00,0.50
3526,69,0.00,0.50
3540,70,0.00,0.50
3548,70,0.00,0.50
3566,70,0.00,0.50
3571,69,0.00,0.50
3581,70,0.00,0.50
3594,43,0.00,0.50
1093,32,0.00,0.50
1059,34,0.00,0.50
1047,34,0.00,0.50
1056,34,0.00,0.50
1065,34,0.00,0.50
1052,40,0.00,0.50
1120,41,0.00,0.50
1189,35,0.00,0.50
1180,33,0.00,0.50
1160,32,0.00,0.50
1153,31,0.00,0.50
1141,32,0.00,0.50
2957,25,0.00,0.50
2957,26,0.00,0.50
2973,26,0.00,0.50
2978,27,0.00,0.50
2962,27,0.00,0.50
2906,27,0.00,0.50
2920,27,0.00,0.50
2945,27,0.00,0.50
2948,26,0.00,0.50
2895,27,0.00,0.50
2886,27,0.00,0.50
2914,27,0.00,0.50
2904,27,0.00,0.50
993,58,0.00,0.50
1128,56,0.00,0.50
1258,52,0.00,0.50
1289,59,0.00,0.50
1303,63,0.00,0.50
1148,66,0.00,0.50
1135,90,0.00,0.50
1308,85,0.00,0.50
1384,82,0.00,0.50
1420,57,0.00,0.50
1508,52,0.00,0.50
2671,51,0.00,0.50
2738,52,0.00,0.50
2787,51,0.00,0.50
2856,50,0.00,0.50
2908,50,0.00,0.50
3027,51,0.00,0.50
3085,51,0.00,0.50
3135,53,0.00,0.50
3220,54,0.00,0.50
3274,54,0.00,0.50
3344,54,0.00,0.50
3412,55,0.00,0.50
3495,57,0.00,0.50
2661,51,0.00,0.50
2704,52,0.00,0.50
2718,53,0.00,0.50
2756,53,0.00,0.50
2788,52,0.00,0.50
2819,52,0.00,0.50
2836,52,0.00,0.50
2880,52,0.00,0.50
2901,51,0.00,0.50
2940,50,0.00,0.50
2965,52,0.00,0.50
2996,51,0.00,0.50
3027,51,0.00,0.50
3052,51,0.00,0.50
3084,51,0.00,0.50
3115,52,0.00,0.50
3152,51,0.00,0.50
3176,50,0.00,0.50
3236,50,0.00,0.50
3508,51,0.00,0.50
3533,43,0.00,0.50
2666,52,0.00,0.50
2681,53,0.00,0.50
2691,53,0.00,0.50
2706,53,0.00,0.50
2722,53,0.00,0.50
2738,53,0.00,0.50
2746,53,0.00,0.50
2762,52,0.00,0.50
2777,53,0.00,0.50
2794,52,0.00,0.50
2800,52,0.00,0.50
2820,52,0.00,0.50
2825,52,0.00,0.50
2836,52,0.00,0.50
2858,52,0.00,0.50
2863,51,0.00,0.50
2885,52,0.00,0.50
2893,51,0.00,0.50
2904,51,0.00,0.50
2914,51,0.00,0.50
2934,50,0.00,0.50
2937,51,0.00,0.50
2955,50,0.00,0.50
3076,52,0.00,0.50
3088,53,0.00,0.50
3113,55,0.00,0.50
3119,57,0.00,0.50
3143,59,0.00,0.50
3176,60,0.00,0.50
3165,60,0.00,0.50
3201,60,0.00,0.50
3214,60,0.00,0.50
3233,59,0.00,0.50
3257,59,0.00,0.50
3270,59,0.00,0.50
3290,59,0.00,0.50
3309,59,0.00,0.50
3330,58,0.00,0.50
3345,58,0.00,0.50
3364,58,0.00,0.50
3385,58,0.00,0.50
3426,62,0.00,0.50
3449,67,0.00,0.50
3449,68,0.00,0.50
3473,69,0.00,0.50
3538,69,0.00,0.50
3541,75,0.00,0.50
2805,53,0.00,0.50
2796,57,0.00,0.50
2806,57,0.00,0.50
2815,57,0.00,0.50
2821,58,0.00,0.50
2824,57,0.00,0.50
3284,52,0.00,0.50
3303,55,0.00,0.50
3318,56,0.00,0.50
3332,56,0.00,0.50
3356,56,0.00,0.50
3382,58,0.00,0.50
3397,59,0.00,0.50
3418,60,0.00,0.50
3445,62,0.00,0.50
3456,62,0.00,0.50
3480,61,0.00,0.50
3496,61,0.00,0.50
3520,63,0.00,0.50
3538,63,0.00,0.50
3560,63,0.00,0.50
3589,63,0.00,0.50
3595,62,0.00,0.50
3627,63,0.00,0.50
3643,62,0.00,0.50
3672,62,0.00,0.50
3688,62,0.00,0.50
3714,63,0.00,0.50
3742,65,0.00,0.50
3764,65,0.00,0.50
3782,65,0.00,0.50
3811,65,0.00,0.50
1212,51,0.00,0.50
1235,53,0.00,0.50
1278,55,0.00,0.50
